999,105.907951,0.72,6.78
1000,105.906609,0.71,4.28
1001,105.954346,0.71,4.29
1002,105.861832,0.71,4.28
1003,106.275536,0.72,4.28
1004,108.196030,0.75,4.29
1005,107.705269,0.76,4.29
1006,107.006165,0.76,4.30
1007,106.689529,0.74,4.28
1008,106.158409,0.74,4.28
1009,105.897888,0.74,4.40
1010,105.599915,0.74,4.30
1011,105.992081,0.74,4.29
1012,106.980667,0.75,4.28
1013,107.096069,0.76,4.29
1014,106.885445,0.76,4.28
1015,105.819893,0.74,4.29
1016,106.661293,0.73,4.29
1017,106.361313,0.73,4.29
1018,106.106247,0.73,4.31
1019,105.659424,0.73,4.42
1020,105.994171,0.74,4.30
1021,105.464981,0.74,4.28
1022,106.315933,0.75,4.29
1023,108.306984,0.75,4.29
1024,105.939346,0.72,4.30
1025,105.120697,0.71,4.30
1026,105.404465,0.71,4.28
1027,105.811401,0.70,4.30
1028,105.874954,0.70,4.31
1029,106.128586,0.70,4.39
1030,105.833145,0.70,4.32
1031,105.234680,0.70,4.29
1032,106.096176,0.70,4.29
1033,105.276634,0.70,4.29
1034,105.025528,0.70,4.29
1035,104.893097,0.70,4.30
1036,104.893471,0.71,4.29
1037,105.469574,0.71,4.29
1038,106.134888,0.71,4.30
1039,105.667793,0.70,4.40
1040,105.746819,0.71,4.32
1041,105.313889,0.71,4.30
1042,105.196732,0.71,4.31
1043,104.837738,0.70,4.30
1044,105.176880,0.70,4.31
1045,105.689308,0.70,4.30
1046,104.841759,0.70,4.30
1047,104.340958,0.70,4.28
1048,104.769485,0.71,4.30
1049,105.753914,0.73,4.41
1050,104.815979,0.73,4.30
1051,106.443237,0.76,4.29
1052,106.765816,0.76,4.32
1053,105.426971,0.74,4.32
1054,105.288925,0.72,4.32
1055,104.629768,0.71,4.30
1056,104.894997,0.71,4.30
1057,104.994324,0.72,4.31
1058,104.352921,0.71,4.31
1059,105.020142,0.71,4.42
1060,104.916878,0.70,4.30
1061,106.358162,0.69,4.30
1062,104.778458,0.69,4.32
1063,104.492523,0.70,4.32
1064,104.183456,0.72,4.31
1065,104.495674,0.73,4.31
1066,104.454575,0.73,4.30
1067,104.895821,0.73,4.30
1068,104.875916,0.74,4.30
1069,106.298340,0.75,4.42
1070,106.063980,0.75,4.29
1071,105.486862,0.74,4.30
1072,104.198837,0.73,4.31
1073,105.178833,0.75,4.31
1074,103.815186,0.73,4.31
1075,104.492668,0.74,4.31
1076,104.540367,0.74,4.30
1077,105.375992,0.74,4.31
1078,104.629425,0.73,4.32
1079,105.162971,0.74,4.40
1080,106.794937,0.75,4.30
1081,105.257431,0.74,4.29
1082,104.856125,0.72,4.31
1083,104.229622,0.71,4.32
1084,103.916580,0.71,4.28
1085,103.514259,0.71,4.31
1086,104.016968,0.71,4.33
1087,104.450897,0.70,4.30
1088,104.803871,0.69,4.30
1089,104.547073,0.69,4.42
1090,103.841461,0.69,4.29
1091,104.160515,0.70,4.30
1092,103.310715,0.70,4.32
1093,103.326172,0.70,4.30
1094,104.617592,0.70,4.32
1095,103.242210,0.70,4.31
1096,103.644547,0.70,4.32
1097,104.739685,0.69,4.30
1098,104.845520,0.69,4.31
1099,103.338120,0.70,4.44
1100,103.209869,0.70,4.30
1101,103.270149,0.70,4.32
1102,103.575050,0.71,4.32
1103,104.214012,0.71,4.30
1104,103.780640,0.69,4.31
1105,104.427216,0.69,4.31
1106,104.087616,0.69,4.30
1107,103.884308,0.69,4.30
1108,103.228043,0.70,4.32
1109,103.251457,0.70,4.43
1110,103.180847,0.70,4.31
1111,103.703064,0.71,4.34
1112,104.561401,0.70,4.33
1113,103.924133,0.69,4.33
1114,103.973839,0.70,4.31
1115,103.418427,0.70,4.31
1116,103.000328,0.70,4.33
1117,103.144043,0.72,4.32
1118,103.682976,0.73,4.30
1119,104.495522,0.74,4.42
1120,104.633789,0.75,4.30
1121,103.970177,0.74,4.30
1122,105.596359,0.74,4.32
1123,103.694550,0.71,4.32
1124,102.400368,0.71,4.31
1125,102.689941,0.71,4.31
1126,103.921112,0.73,4.32
1127,103.366066,0.72,4.32
1128,102.710289,0.72,4.31
1129,102.446915,0.71,4.43
1130,102.933876,0.70,4.29
1131,104.003677,0.69,4.31
1132,104.085159,0.68,4.33
1133,102.912750,0.69,4.32
1134,102.749046,0.69,4.30
1135,102.813202,0.70,4.31
1136,102.086639,0.70,4.32
1137,102.555984,0.72,4.33
1138,102.672432,0.73,4.30
1139,104.638474,0.75,4.42
1140,103.891144,0.74,4.31
1141,104.206673,0.74,4.31
1142,103.070099,0.73,4.31
1143,102.828979,0.72,4.32
1144,102.073845,0.72,4.28
1145,102.726837,0.72,4.28
1146,103.152443,0.72,4.29
1147,102.637909,0.72,4.29
1148,104.565941,0.74,4.31
1149,105.044655,0.74,4.40
1150,102.816467,0.72,4.30
1151,102.510422,0.71,4.30
1152,101.882538,0.70,4.30
1153,102.225281,0.70,4.30
1154,103.168800,0.70,4.28
1155,102.622574,0.68,4.29
1156,102.869019,0.68,4.28
1157,102.159386,0.68,4.31
1158,102.317871,0.69,4.31
1159,101.870850,0.69,4.39
1160,102.165260,0.70,4.29
1161,102.092300,0.69,4.31
1162,101.441849,0.69,4.28
1163,101.881134,0.69,4.29
1164,102.542404,0.69,4.29
1165,102.379005,0.69,4.28
1166,103.376640,0.70,4.28
1167,102.881729,0.70,4.28
1168,102.157211,0.69,4.29
1169,101.553741,0.69,4.41
1170,102.256516,0.69,4.28
1171,103.012474,0.69,4.30
1172,101.464973,0.70,4.29
1173,101.619820,0.71,4.30
1174,102.779228,0.73,4.29
1175,103.809143,0.75,4.30
1176,103.444000,0.74,4.29
1177,101.960251,0.72,4.30
1178,102.218689,0.72,4.31
1179,102.408600,0.72,4.40
1180,102.025940,0.71,4.29
1181,101.354538,0.71,4.31
1182,101.246658,0.72,4.29
1183,102.600800,0.73,4.32
1184,102.793243,0.73,4.31
1185,102.271973,0.73,4.28
1186,102.286774,0.72,4.30
1187,102.509178,0.73,4.30
1188,102.869370,0.74,4.28
1189,103.048645,0.74,4.42
1190,102.273575,0.73,4.29
1191,102.928467,0.72,4.30
1192,101.708954,0.71,4.31
1193,100.354416,0.70,4.31
1194,101.242302,0.71,4.30
1195,100.937851,0.70,4.31
1196,101.338997,0.70,4.29
1197,102.699295,0.68,4.31
1198,101.803833,0.68,4.29
1199,100.963257,0.68,4.40
1200,100.640968,0.69,4.28
1201,101.172241,0.69,4.29
1202,100.379051,0.70,4.29
1203,100.903976,0.70,4.28
1204,101.178238,0.69,4.30
1205,102.010429,0.68,4.29
1206,101.881523,0.69,4.30
1207,101.063446,0.68,4.31
1208,101.396729,0.69,4.29
1209,100.532043,0.69,4.42
1210,100.868607,0.71,4.29
1211,100.470520,0.71,4.31
1212,100.938980,0.72,4.29
1213,100.907532,0.71,4.29
1214,100.762825,0.71,4.30
1215,102.705856,0.73,4.28
1216,103.973236,0.75,4.29
1217,101.763397,0.72,4.30
1218,101.338203,0.72,4.31
1219,100.353012,0.71,4.42
1220,100.872810,0.71,4.30
1221,101.716652,0.72,4.33
1222,100.772308,0.72,4.33
1223,101.925201,0.72,4.30
1224,100.341965,0.70,4.30
1225,100.825699,0.70,4.32
1226,101.122078,0.71,4.32
1227,102.278725,0.73,4.31
1228,102.783646,0.74,4.30
1229,101.528641,0.73,4.44
1230,100.170166,0.72,4.30
1231,99.598602,0.72,4.30
